"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DANCR",399.224935907287,-1.39786677701881,0.275601258077674,-5.07206239466745,3.93527306718824e-07,2.91899565660646e-05
"FST",4332.64499041379,2.12895036201894,0.420634193112831,5.06128697304423,4.16435855442669e-07,3.05997931385649e-05
"LPPR4",51.3205220043396,2.95124704037589,0.583191227681081,5.06051343075034,4.18129003344789e-07,3.05997931385649e-05
"SMTN",1920.4085027752,1.18021564787831,0.233246648894815,5.05994685655932,4.19373346417004e-07,3.05997931385649e-05
"STON1",1751.7079582455,-1.36829080076302,0.271134240546196,-5.04654372685137,4.49873969074462e-07,3.26844057875214e-05
"HSPA12B",105.552454498324,2.76158754325929,0.548570651502684,5.03415109010033,4.79971009906904e-07,3.45742521519322e-05
"TUBBP1",2428.4986368588,1.56760218411508,0.31154566111013,5.03169319877301,4.86166839825857e-07,3.48721706125937e-05
"MAFF",945.218507214616,-1.04263085052694,0.20736083206169,-5.02809928066241,4.95365402077121e-07,3.52333845645441e-05
"PDLIM1",3236.68940048503,-1.04482053274237,0.207788764128128,-5.02828214569923,4.94893337075174e-07,3.52333845645441e-05
"SYN2",61.265418163039,-3.8381234068083,0.764625151024806,-5.0196143844656,5.17753082862552e-07,3.6671649316725e-05
"ITIH5",28288.9457828157,1.01637413846288,0.202563661046469,5.01755415167835,5.23334531944963e-07,3.68989726061168e-05
"KLHL42",1606.96418222324,-1.08779067285419,0.216828480167576,-5.0168256126386,5.25322093459011e-07,3.68989726061168e-05
"ITGA11",1863.88354371591,1.47793536588792,0.295182040531412,5.00686072644262,5.53249277352023e-07,3.87000155661779e-05
"GSR",1524.2132814424,-1.06093324306653,0.211964933366406,-5.00522999826857,5.579537017817e-07,3.88684784516898e-05
"TMEM26",83.5607357554088,2.29973111500511,0.459596218095006,5.00380774353918,5.62088175796739e-07,3.89960190159312e-05
"RASSF2",3105.8397387906,1.19060022676567,0.238343848874839,4.99530502837054,5.87428450175696e-07,4.05877094064252e-05
"PLA2G4A",97.7879004620514,2.21676179912726,0.443940977932765,4.99337053643871,5.93345646369834e-07,4.08298987875957e-05
"TUBA1B",825.432180349767,1.27582203872223,0.255873659124675,4.98614059409915,6.15973282893248e-07,4.22153673393397e-05
"S1PR1",407.073414535521,1.54540561209092,0.310913797427398,4.97052760243548,6.67709544979751e-07,4.54190165428255e-05
"SEMA3B",1635.61725545852,1.01087910170618,0.203379061743018,4.97041874931791,6.6808454153849e-07,4.54190165428255e-05
"FAM105A",35.5686389181478,-3.72287155782139,0.750822379537991,-4.95839183711094,7.10790932240095e-07,4.81290756038413e-05
"CIT",320.520949413155,1.43099353353977,0.288828173841151,4.95448042519144,7.25238167725505e-07,4.87175861240371e-05
"FOXO3",4231.66144128613,-1.24393848641551,0.251165791791814,-4.9526588694315,7.32062450743244e-07,4.89816330679116e-05
"PPP1R14A",228.300969205944,-2.67714172862356,0.541031288678798,-4.94821978810348,7.48953117032599e-07,4.99144817524718e-05
"AHCTF1P1",1713.90678876274,-1.40125578485968,0.283908161305566,-4.93559529397088,7.99066523942325e-07,5.28382738956862e-05
"LMCD1",5399.94932326048,-1.38257796263707,0.281305555161789,-4.91486192600036,8.88450523737905e-07,5.85201963651177e-05
"PPP1R1B",100.379347099512,2.5285084664893,0.514563733724241,4.91388782530163,8.92878485226297e-07,5.85839030926773e-05
"ENDOD1",3309.13986003449,-1.81727903811037,0.371460489690053,-4.89225392349724,9.96877151365644e-07,6.51549668660912e-05
"TJP2",6711.57219936739,-1.87584040298096,0.383749815154426,-4.88818581508919,1.01769452581021e-06,6.62597420496743e-05
"PHLDA1",3972.07271864684,1.04195544579499,0.213199702537767,4.88722748386766,1.02265906319314e-06,6.63278644510862e-05
"CXCL12",37385.9986255642,1.96563390364394,0.402361209227635,4.88524703317482,1.03299255355357e-06,6.6742358574637e-05
"CTB-167B5.2",40.4238973926379,-5.96698932225049,1.22282815347166,-4.87966302158642,1.06267253433033e-06,6.83989378750716e-05
"APCDD1",3345.87491388817,-2.12189138567654,0.435181491194225,-4.87587691253514,1.08326142719759e-06,6.9197922413588e-05
"MAP1LC3C",163.75620360922,-2.00178723747086,0.411147757652005,-4.86877819522288,1.12290358573139e-06,7.14605710498535e-05
"PSAT1",957.37471575297,1.10357751257682,0.226728431569768,4.86739799210947,1.13077164029264e-06,7.16917690145088e-05
"HSPA2",589.204197419639,-2.20480473700617,0.453411110743036,-4.86270557726961,1.15792017052739e-06,7.28671845601769e-05
"TCEAL1",771.486536368122,-1.13573453668665,0.233528122340091,-4.86337373548812,1.15401652058777e-06,7.28671845601769e-05
"TUBB",13157.3886439041,1.32140702653506,0.271906656704935,4.85978181832087,1.1751518965551e-06,7.34057981730063e-05
"APOD",722.072170332663,-1.31032751558365,0.26976158052787,-4.85735408659601,1.18964743425616e-06,7.40380579672362e-05
"AASS",817.410532847583,-1.0311102593325,0.213296952446458,-4.83415373499688,1.33713225922354e-06,8.26093973873579e-05
"KCNK6",681.840471437204,-2.41171244933288,0.499190323561375,-4.83124839465435,1.35679602846549e-06,8.35194297085958e-05
"SYTL2",990.186783794862,1.0901581799165,0.225753788037926,4.82896960175638,1.3724135497249e-06,8.41746977164603e-05
"MTSS1",2048.58907097842,-1.92748346468939,0.399849933949475,-4.82051715164956,1.43186544779193e-06,8.73130096082097e-05
"RP11-824M15.3",159.515361044658,-1.61933440892745,0.335945168591673,-4.82023425345249,1.43389748765845e-06,8.73130096082097e-05
"GAS7",315.422412535203,1.95791467593364,0.40645659281571,4.81703264392951,1.45708857869568e-06,8.8407152186955e-05
"CHST7",783.826480544123,-1.3479523550228,0.28015177221828,-4.81150750662587,1.49796107330154e-06,9.05624466030303e-05
"PDPN",2382.91713977284,-1.94849026826199,0.405054716549658,-4.81043717959798,1.50600531931264e-06,9.07247617271332e-05
"STIM2",1854.87668158345,1.09812417635873,0.228406659115292,4.80775902336733,1.52631590327189e-06,9.16222539382501e-05
"CREB5",1126.80374656565,1.89137815912181,0.393598137585939,4.80535342652336,1.54478374997174e-06,9.24031778074967e-05
"VEGFA",3159.8131342711,1.55218942894745,0.323260781015864,4.80166330128146,1.57353110680244e-06,9.37913189294077e-05
"TNIK",911.418572166266,1.29802260523224,0.270583515441767,4.79712373872085,1.60960176346978e-06,9.52704148671901e-05
"WIPI1",3470.24200050044,-1.03032083689198,0.214828690275806,-4.79601135010975,1.6185611328344e-06,9.54669089080861e-05
"BRCA1",315.130443931473,1.37896131619682,0.287914610382322,4.78948016693454,1.67213923369983e-06,9.8284628291912e-05
"AGTRAP",1150.55077878021,-1.06312202066038,0.222222416045202,-4.78404492031143,1.71802262701127e-06,0.000100632135052065
"COL27A1",428.903063756886,1.48623063151744,0.311458848393756,4.7718362768699,1.82553874432095e-06,0.000106561102978845
"HMGB2",1254.85704620503,-1.41937820166037,0.297557753774183,-4.77009314547232,1.84140751345831e-06,0.000107118028824132
"AQP3",128.440620662127,2.79282592984275,0.585603671180921,4.76914006398008,1.8501399452144e-06,0.000107257428056813
"C10orf10",33381.2155157758,-1.57964192225322,0.331669586099434,-4.76269754134057,1.91022048058749e-06,0.000110362499301655
"GRAMD4",708.55823397221,1.29447111218391,0.27194845665219,4.75998697738329,1.93605450760083e-06,0.000111474594233561
"LRRC16A",1457.53457284865,-1.13853196248132,0.240794385155597,-4.72823301816452,2.26482178437701e-06,0.000129087216046916
"SCN7A",6902.04808210721,-1.32581656928898,0.280758695076835,-4.72226361119875,2.3323410275071e-06,0.000132489492998793
"CLIC6",1291.93007872158,-1.22191543416298,0.259827808632412,-4.70278928415883,2.56631235621889e-06,0.000145292761090546
"P2RX7",126.914401907702,2.101354102421,0.447945337351753,4.69109493324381,2.71746837267899e-06,0.000153337682042367
"ADRA2A",54.8089429624487,2.83577152882759,0.604654830910842,4.68990138482121,2.73336750759287e-06,0.000153546578614389
"GALM",761.322628193128,1.04359141049252,0.222831573530252,4.68331930686133,2.822662845265e-06,0.000157177752120546
"LHFPL2",3796.70547586631,1.24413179732144,0.26564409576115,4.68345360267327,2.82081327278888e-06,0.000157177752120546
"EDA2R",1768.4337219461,1.01889261998903,0.21761581807874,4.68207058192968,2.83991656177117e-06,0.000157620024779221
"CTTNBP2",503.592108571031,1.11402614680816,0.238241226553076,4.67604269389529,2.92463743710963e-06,0.000161264698812351
"RP11-392O18.2",445.911896268182,-1.47795598482709,0.316060617021921,-4.67617888857244,2.92269674786965e-06,0.000161264698812351
"GADD45B",608.868637801011,-1.24287584199171,0.267181349247526,-4.65180614399949,3.29040329073996e-06,0.000179677248082729
"TSPAN11",462.350559726528,1.47731610185624,0.317732207567319,4.64956358427476,3.32638125412822e-06,0.000181057819517307
"ZNF521",1551.38292037558,1.02246068513513,0.220158227328131,4.64420838386941,3.41382863627331e-06,0.000185222087034726
"TRERF1",734.811560405644,1.00523800269246,0.216528022822966,4.64253074307315,3.4416740892178e-06,0.000186136290678207
"RXFP1",51.4414757483888,2.7410331565876,0.590521829292212,4.64171351611667,3.45531716895251e-06,0.000186279009668879
"TSC22D1",9190.58269066221,-1.24578296241761,0.269163055960206,-4.62835792220232,3.68576596489506e-06,0.000197445083081467
"RP11-986E7.7",27.9416314293331,-4.22085280270774,0.913807134345309,-4.61897554097314,3.85639307277823e-06,0.000205933823141924
"RAPGEF5",97.3225341700176,-3.84460318227737,0.832520934666567,-4.61802583236802,3.8740803503537e-06,0.000206227774121973
"STARD7",5786.35223349346,-1.4559803645571,0.315641274460135,-4.61276924903871,3.97339336320611e-06,0.000210851419599853
"DDI2",857.947073097108,-1.26705453296015,0.274789324762541,-4.61100348077596,4.00729827142836e-06,0.000211010944279443
"SGCD",4385.48924284526,1.2962758643737,0.281122277820951,4.61107484764799,4.00592257977112e-06,0.000211010944279443
"SLC38A2",31392.4009151499,-1.28923789618949,0.279620706390773,-4.61066675937714,4.01379513575028e-06,0.000211010944279443
"HSD11B1",797.644078812432,-1.99573706118996,0.434066838466454,-4.59776440937264,4.27048489587303e-06,0.000223810428227055
"CCKAR",1396.44892423842,2.10954800083426,0.459279038576334,4.59317282881755,4.36557218244701e-06,0.000227385864321424
"RP11-485G4.2",478.009150329335,-1.09725081069941,0.240037357328853,-4.57116685048388,4.85015898748654e-06,0.000251081013272698
"NCOA3",2198.75668752712,-1.27238775049406,0.278674754927842,-4.56585222735199,4.97469127136432e-06,0.000256742603175778
"RHOJ",1308.8183948412,1.0656091330935,0.234183389381956,4.55031902948283,5.35646391011176e-06,0.00027311512370594
"PREB",2756.18337302779,-1.17532550070563,0.258370514973123,-4.5489923679097,5.39033977643173e-06,0.000274017032238547
"GPX3",22282.4959278135,-3.92631975689996,0.86354239274068,-4.54675970734771,5.44781356645002e-06,0.000276109545068461
"GALNT12",494.464973997469,1.19791372908708,0.263770404894367,4.54150165014462,5.58549487181774e-06,0.00028224255877651
"GDF15",741.16024219324,1.99326951573988,0.439472436788345,4.53559620327194,5.74409872870285e-06,0.000289393164522267
"SLC25A32",763.389964995264,-1.01572181602751,0.224425288277555,-4.5258795201873,6.01448391318412e-06,0.000301399643415039
"TM4SF1",1547.70849936481,-1.3732782605166,0.303499014233844,-4.52481950883207,6.0447069857092e-06,0.000301843067416181
"PDLIM1P1",664.381474767713,-1.03581430146098,0.229044779710403,-4.52232224096368,6.11648475542804e-06,0.000303933256385849
"CALCOCO2",4112.89875187132,-1.27179604384124,0.281783833648685,-4.51337476452554,6.3804131773241e-06,0.000314891061999249
"FAM63B",2512.94645567615,-1.03922617495664,0.230484055812425,-4.50888531657215,6.51691228509937e-06,0.00032069270686675
"ADHFE1",335.922945965347,-1.71156263402616,0.379964282287726,-4.50453559403273,6.65182485300061e-06,0.00032638287278723
"ANGPTL4",819.602146577003,-1.48331645481946,0.329695080154435,-4.4990554730894,6.82560465134632e-06,0.000333941721208065
"SEMA6D",478.599250589847,1.25350160905371,0.27914768741052,4.49046030322397,7.10694200050075e-06,0.000346704075459587
"CTC-462L7.1",152.604307629704,-1.86625141948828,0.415785616654323,-4.48849441812186,7.17283033327587e-06,0.000347913099947547
"SLC4A4",395.918685875707,1.11782247828363,0.249011213810722,4.48904473488213,7.15432734860345e-06,0.000347913099947547
"TNFSF13B",103.580898822043,1.7716470374526,0.394962421179499,4.48560911734798,7.27059255368169e-06,0.000351647402139211
"CD82",2701.20431667933,-1.48063770579371,0.331652489579552,-4.46442512061576,8.02840190715e-06,0.000383911829051512
"CH25H",59.4303552052663,2.3982192079763,0.537142209744098,4.46477518331476,8.01528700643425e-06,0.000383911829051512
"ALDH6A1",906.917030688848,-1.31189013805787,0.295207744340393,-4.44395569970272,8.83197977465726e-06,0.000419965600071343
"ADCY4",141.546802790371,2.0984362431011,0.473003399582683,4.43640837455394,9.14722429035986e-06,0.000433737290720481
"TEX2",5235.6813365878,-1.43227449358688,0.323012373611285,-4.43411649397211,9.24506292700652e-06,0.00043715202577756
"FBN2",11865.255228334,-1.53964297912485,0.347419853061621,-4.4316493877849,9.35149896591913e-06,0.000439753142234159
"TMCC2",249.519182237986,1.26942694493044,0.286446496028267,4.43163719065068,9.3520280720875e-06,0.000439753142234159
"ING2",672.76422663497,-1.39046328233439,0.314132059627665,-4.42636540817415,9.58341308449261e-06,0.000448143692525665
"ITGA8",588.821740507228,-1.03727966738184,0.234442998727973,-4.42444292646765,9.66914609618495e-06,0.000450907176628702
"EPHB6",3527.51070337698,-1.14376744144861,0.258928001387299,-4.41731846428532,9.99329390215547e-06,0.000464743074658483
"HIGD1AP1",472.172432963331,-1.17334219785622,0.265680123751954,-4.41637176799753,1.00371398611524e-05,0.000465503297450924
"PKDCC",2591.25749998207,-1.57402654350621,0.356507869199825,-4.41512426370582,1.00951983031566e-05,0.000466916712775506
"TUBB3",927.276995778826,1.55710901430526,0.353162533435447,4.40904361841054,1.03828113897065e-05,0.000478910711730113
"C7",2507.73939513925,-3.85816176528768,0.878527055695594,-4.39162543745781,1.12506396931452e-05,0.000514731969528546
"COX11P1",250.036328119552,-1.4543920114754,0.332141647696882,-4.37883060302843,1.19317829775265e-05,0.000542960274848301
"MPP3",161.372615826931,-1.5095860070487,0.346015131804963,-4.36277453871469,1.28423274296134e-05,0.000582828200344493
"NR4A3",341.204252255938,-2.37514229175826,0.545182701982555,-4.35659877527489,1.32099094418531e-05,0.00059631292541784
"VGLL3",23779.1594463241,-1.27708323994407,0.29334874733612,-4.35346409876017,1.34003048749272e-05,0.000602410245080432
"MAMDC2",1087.08126680721,-2.09451725876265,0.481525598218694,-4.34975267464676,1.36291161151752e-05,0.000610353644438321
"CHRDL2",66.6638593149665,2.44922850756779,0.563387944568445,4.34732147036604,1.37810162054704e-05,0.000615527816164123
"RP11-434D9.1",14.7736586224044,-7.58791289012305,1.74649712672459,-4.34464664957883,1.39500025982692e-05,0.000621435905219738
"AIF1L",178.55493449056,3.04017368583251,0.701403995962376,4.33441169901118,1.46150436003586e-05,0.000646215443465681
"JAK2",925.55599147711,-1.01413813305452,0.233985903257619,-4.33418474760829,1.46301275211861e-05,0.000646215443465681
"KIAA1644",333.291672747503,1.96188615706541,0.452699254521414,4.33375168496685,1.46589514585788e-05,0.000646215443465681
"DDIT3",802.108944238634,1.07877764382189,0.248996875084446,4.33249470884336,1.47429207362869e-05,0.000648228992789257
"RP1-151F17.2",97.4787774353394,1.94054332848302,0.448202830851059,4.32960970995714,1.49373839976123e-05,0.000655077814278709
"COX11",1164.94246558117,-1.07669229410645,0.249170087786514,-4.32111375675617,1.55243608342485e-05,0.000679060413959068
"RP11-890B15.2",24.0491857572748,-5.215206885976,1.20863942449719,-4.31494023798339,1.59646085813552e-05,0.000696517768209228
"LEP",174.483577880015,-2.85665469766254,0.662159577184222,-4.31414842598853,1.60219281440414e-05,0.000697221592859465
"GCLM",2539.37705985276,-1.18221291947879,0.274382235586003,-4.30863505778323,1.64265155638516e-05,0.000712995014012511
"AAED1",1387.51003801714,-1.02775327355025,0.238715552004599,-4.30534694920275,1.66724226729251e-05,0.000721817828663111
"RNF217",1371.1578001231,-1.12459659807634,0.261844993259295,-4.29489441091852,1.74776500904003e-05,0.00075282865325775
"OSBPL3",1617.93517891571,1.02710590293677,0.23980758523134,4.28304176427919,1.84355550692017e-05,0.00079207379749098
"MAP3K8",840.837084985435,-1.06977071206363,0.250011157521821,-4.27889188093641,1.8782606642046e-05,0.000804941684143178
"RP11-121L10.3",3957.7142671298,1.11314417418942,0.260268176973998,4.27691232609138,1.89503392043808e-05,0.000810079146595348
"RHEB",644.420296293862,-1.10136484473653,0.257853679370819,-4.27127837548774,1.94355616376121e-05,0.00082518685980502
"PER3",238.10929732929,1.89568755045467,0.444544419891957,4.26433774810491,2.0049597357523e-05,0.000848498960170372
"NFIL3",2747.17348142549,-1.30976200664669,0.307351065809985,-4.26145262647774,2.03102411068409e-05,0.000855253137951747
"STK32A",60.6006294741857,2.24092770772369,0.526174822916166,4.25890333426449,2.05432278123567e-05,0.000862917519621772
"KIAA1755",399.198692855512,1.46767778414463,0.345327291365022,4.250106553534,2.13668846733871e-05,0.000893083021607646
"CNIH3",102.106342831779,1.84045314653701,0.434168386629368,4.23903076137168,2.24486899498627e-05,0.000930610347488417
"TCEAL3",1128.49524107478,-1.10633995382467,0.261011003951109,-4.2386716922935,2.24846190998796e-05,0.000930610347488417
"RP11-1024P17.1",49.5334953124264,-2.99017363809002,0.706033614568964,-4.23517177707683,2.28377058255977e-05,0.000940624535804665
"BLNK",29.6294222665072,4.34803455432079,1.02910649328359,4.2250579339437,2.38879316113943e-05,0.000979115995926592
"DBP",136.527909295405,1.52236018227303,0.360527226621818,4.22259421719053,2.41506390970112e-05,0.000987492798633346
"INPP5A",1461.03988451201,-1.59843159941615,0.37893193295748,-4.21825520731585,2.4620006670511e-05,0.00100425897088774
"FGF13",398.003267106557,1.63519114210725,0.387849783676994,4.21604242396344,2.48627007508478e-05,0.00100998781995355
"ZCCHC6",1725.32792373742,-1.19813126830859,0.284194318637352,-4.21588747464537,2.48797803001318e-05,0.00100998781995355
"HSPB3",127.431834316443,-2.03848192749694,0.483900530685488,-4.21260527366906,2.52441994456888e-05,0.00101988975708024
"FAIM2",208.370281177381,1.88117762071157,0.446719660154575,4.21109207519687,2.54139129553855e-05,0.00102430171073516
"TGFB2",266.535240575194,1.19323684946447,0.28379573013286,4.20456237627624,2.61587792544442e-05,0.00104684589886343
"GLRX",2763.2156153079,-1.02677196742431,0.245298816960824,-4.18580073131087,2.84162563480338e-05,0.00112917931328525
"G0S2",66.975413749444,2.93801012682851,0.702762555240919,4.18065832466175,2.90666344783653e-05,0.00115231847412124
"ZNF135",222.959471626245,1.43428803340202,0.344501019401259,4.16337819811042,3.13573332963737e-05,0.00123733551990912
"IGDCC4",408.876257898488,2.22020587533819,0.533814019022657,4.15913744529058,3.19451639529754e-05,0.00125177716526844
"PLEKHG4",277.91777143085,1.66449750964336,0.401065992513307,4.15018361245906,3.32208675667439e-05,0.00129576692665862
"FIBIN",4999.38888991899,-1.10401379004293,0.266194984567688,-4.14738764457151,3.36290408220425e-05,0.00130867219088629
"PRR5L",148.944595000677,-1.42490226859426,0.343737213740965,-4.1453244270143,3.39332922955074e-05,0.00131748342196869
"SQRDL",1185.32433946689,-1.01926116189952,0.246049469998026,-4.14250500888175,3.43532863245347e-05,0.0013307378281504
"EGR3",72.8024050451992,2.35414594221834,0.56859776481257,4.14026591011019,3.46903457555523e-05,0.0013376723757403
"NUAK1",719.237599971271,-1.27267974457522,0.307379301844607,-4.14042109191403,3.46668847630871e-05,0.0013376723757403
"CILP",1348.36556611879,-1.55322228723051,0.375385692403183,-4.1376704511217,3.50849795799552e-05,0.00134981485074882
"YPEL4",276.390968453274,1.32747218656945,0.321524713313657,4.12867854818508,3.64854061524541e-05,0.00139044888055392
"FAM196A",57.8094335922686,-2.13550033326641,0.518190600447922,-4.12107114914954,3.77114929289782e-05,0.00143134563296355
"ZDHHC23",134.723478896665,-2.25661559245306,0.547705715250461,-4.12012423755909,3.78668160469892e-05,0.00143402564215533
"PPFIA4",499.648173124,1.02705321156576,0.249468606899418,4.11696375079313,3.83896425048114e-05,0.00145058006321752
"TNFRSF11B",10901.7637062901,1.76532406985052,0.429057944598544,4.1144187913879,3.88156176016016e-05,0.00146340929790626
"RNF144B",202.340701559317,-2.01398235212213,0.490164259090057,-4.10879070591742,3.97736319145612e-05,0.00148957531205684
"FAM107B",4168.038054346,1.09663829501436,0.26771641111584,4.09626847470267,4.19862985205601e-05,0.00156551555364767
"ACKR4",316.36357461142,1.49094285735366,0.364437641138407,4.09107811338134,4.2937246811774e-05,0.00159745431654882
"RP11-401P9.4",101.540082778402,-2.43479324194138,0.600462502818759,-4.05486309388463,5.01636742756028e-05,0.00184602321334218
"AP1M1",2672.87216179814,-1.00299919148944,0.247925937907994,-4.0455597343012,5.21982530551852e-05,0.00191258014657614
"SPOCK1",8767.53378176192,-1.18933563121257,0.294425367626131,-4.03951480404643,5.35618873965412e-05,0.00195408540915657
"CCDC34",90.3348192783337,1.77600353672244,0.440475560316406,4.03201379764789,5.53009395361323e-05,0.0020131920526186
"C2CD2",1238.29169468524,-1.15649990681536,0.286890837188549,-4.03114968100321,5.55046799098805e-05,0.00201627300754175
"IRAK3",975.003384015421,-1.22215615760183,0.304154957432337,-4.01820232660096,5.86438331152363e-05,0.00210322628596339
"SRPX",4779.5867473312,-1.07141313034091,0.266809004645122,-4.01565581253893,5.92807181177011e-05,0.00212157293085929
"CLIC2",623.655613399116,1.00632339909136,0.250847601135692,4.01169233644377,6.02850328697135e-05,0.0021529642118534
"KAZALD1",700.466672477558,1.02226340327821,0.254991704095487,4.00900651613123,6.09747342187178e-05,0.00216390000179131
"TSPAN8",20.6983255139142,-3.70413501148344,0.923875242953083,-4.00934546058785,6.08872853561385e-05,0.00216390000179131
"KCTD16",101.80118255317,1.84272844647477,0.461204782668966,3.99546690693667,6.45668762527752e-05,0.00226649527716443
"SAMD5",659.133507858567,1.15973605202564,0.290242838396461,3.99574390339126,6.44914211809389e-05,0.00226649527716443
"LGI3",26.3125432930035,-6.96871880807181,1.74598249908594,-3.99128789190044,6.57154475930913e-05,0.00229841135714019
"CTC-441N14.2",31.7368194654451,-2.93229493037129,0.736150253746595,-3.98328318906031,6.79696809381226e-05,0.0023682675627196
"SLC19A2",421.897323590728,-1.29063497007556,0.324248193114668,-3.98039217328543,6.8801667790715e-05,0.00238662834500251
"LINC00312",275.974752470255,-1.98158994471016,0.498735739564592,-3.97322627498108,7.09056319262056e-05,0.00244957252499349
"RGMB-AS1",272.551109446198,1.65212744653553,0.416398006845513,3.96766415634761,7.25805168117682e-05,0.00249724184672685
"CPZ",77.1988850263207,1.78206546993082,0.449551490075554,3.96409645896473,7.36744600598487e-05,0.00252461793500631
"CCDC68",108.905201644016,-1.77010365788915,0.446889042274802,-3.96094665664385,7.46532102389429e-05,0.00254784182041295
"SOX9",1121.73097150881,1.03083196886248,0.261960223882541,3.93507057515987,8.31722519934163e-05,0.0028158797634891
"AC026806.2",111.817505900381,-2.42482441194913,0.623967865458878,-3.88613668456446,0.000101852173035223,0.00341416551512923
"MIAT",45.5507632264943,2.24674453079165,0.57830082552833,3.88507923836879,0.000102296518351229,0.00342228352302295
"ABLIM1",1383.4487894295,-1.25567306840696,0.323483174960479,-3.88172605440877,0.000103717677437213,0.00346298391253873
"FAM171A2",365.995075120079,1.02160020270077,0.263265084688386,3.88050015789213,0.000104241877306322,0.00347363484063272
"SAMD12",187.236360246167,2.18525016277044,0.563355776760707,3.87898776033791,0.000104892031870937,0.00348843283990418
"ACTG2",780.436469475898,-1.56342303503984,0.403267841837792,-3.8768849703337,0.000105802347697379,0.00351180812121811
"ARHGEF28",682.523162208684,-1.23036257874927,0.317841368425178,-3.87099572609252,0.000108391692664502,0.00357671456807932
"RAB11FIP4",46.9483693901832,2.50345311139368,0.648106941727512,3.86271608929353,0.000112133301079468,0.00369298155773004
"HLF",58.2486467558499,-2.08826261821199,0.541972447959924,-3.85307892693174,0.00011664177069307,0.00382860502595659
"MMP15",278.456009832795,-1.3858766688037,0.359711728502627,-3.85274251293583,0.000116802198816945,0.00382860502595659
"THBS1",127113.790292034,-1.66984122070885,0.43395316835174,-3.84797563997819,0.000119097892445789,0.00386223969985118
"NF2",4200.63155666889,-1.09743277890761,0.285615920618509,-3.84233755783324,0.000121868070263241,0.00393698987293156
"WNT5A-AS1",80.0903290434551,1.77606297006668,0.462503265728488,3.84010903635288,0.000122979677485318,0.00395779463967959
"BMPER",592.799739299379,1.36659341396485,0.356330196236688,3.83518834047145,0.00012546811250762,0.00402801342300075
"SLC45A1",220.417703848666,-1.24305905454449,0.324286493600358,-3.8332125422294,0.000126480581740824,0.00404737861570638
"MLYCD",266.701211088938,-1.04151771541335,0.271795532117226,-3.83198983184221,0.000127110994105281,0.00405987718530982
"COL4A4",284.920840159154,-2.0838802365979,0.54402054108892,-3.83051756175745,0.000127874005893548,0.00407655587903198
"KIF26B",608.834717760606,1.19684429254265,0.31251267072008,3.82974645407154,0.000128275357031641,0.0040816639921647
"RP11-145M9.4",669.595261614912,-1.22179052691993,0.319079272598159,-3.82911279999883,0.000128606053750994,0.00408450896415914
"GCH1",117.96370497146,-1.48674849974228,0.388713345998514,-3.82479406752337,0.000130881440845893,0.00414899069408105
"PTPDC1",491.504610621779,-1.08017814489451,0.282614058424397,-3.82209629243717,0.000132321996521805,0.00417900514388269
"BRIX1",377.323936633555,-1.16949450731697,0.306871041961135,-3.8110292187983,0.00013838940688347,0.00435437895859366
"KCNE3",238.339116605402,1.11273186480631,0.292102016161695,3.80939467460008,0.000139307434210693,0.00436703008577521
"PLEKHA6",608.806613080747,1.33598987989221,0.350672836180845,3.80979004374102,0.000139084854139959,0.00436703008577521
"GPR63",105.36440259849,-1.66765745703136,0.437887355402564,-3.80841656297253,0.000139859522103945,0.00437623288387353
"MAPK7",1726.05545912218,-1.01524168043279,0.266692525163117,-3.80678715990198,0.000140783805254081,0.00439702630136731
"HSPA4L",845.227821860404,1.38843712965827,0.364826202591583,3.80574947686146,0.000141375429040442,0.00440737249133813
"RRAD",174.815464333344,1.53014299648547,0.402358846730415,3.80293116187074,0.000142994099224077,0.00444147543424802
"LDB2",990.91647669671,1.10656852182609,0.291194456823549,3.8001016018537,0.000144636774603429,0.00447607188388821
"STX12",2594.79908523519,-1.00871923893246,0.265595857872019,-3.79794793117039,0.000145898961205032,0.00450689345853793
"PRKAG2",1290.74509869576,-1.65368459459863,0.435712278546914,-3.7953591762748,0.000147429860892322,0.00454588831545577
"SLC22A23",246.845542405421,1.30696642992543,0.345115830210233,3.78703703370914,0.000152454384894581,0.00469226877726448
"MEX3A",67.9003078966906,2.71371334635308,0.717322405919627,3.78311526861346,0.000154877644464599,0.00474958109691437
"EGR2",26.0530927658989,3.17419429689625,0.840271885681228,3.77758003211408,0.000158359624153813,0.0048388298152992
"LXN",3120.06032226871,1.02924767020751,0.272461239515008,3.77759299649232,0.000158351383419543,0.0048388298152992
"ACADS",671.35660979722,-1.0665693538544,0.283684315148227,-3.75970505559007,0.000170113795073012,0.00514229700534991
"KCNA3",43.067009462654,2.58863999622284,0.689412457882986,3.75484946148479,0.000173445692959071,0.00520705172154068
"STK17B",2055.14134457229,-1.25879732353653,0.335250993299684,-3.75479073498606,0.000173486364068345,0.00520705172154068
"CORIN",182.497465858714,-2.03594094242275,0.543418752378131,-3.74654156396514,0.000179289308257993,0.00536220743850053
"GRIK1-AS1",15.1632201090374,-4.52055310620489,1.20821590533,-3.74151100499722,0.000182917166100303,0.00546106135404927
"PLK2",690.459326220332,1.27762134008828,0.34178937021546,3.73803708196916,0.000185462597180886,0.00552730782584163
"SLITRK6",43.2396765498105,3.26535544587108,0.87406585828696,3.73582312466786,0.000187102152115937,0.0055663712320186
